name,lat,lon,population,state,district
Dhari,21.32855,71.02645,29346,Gujarat,Amreli
Dharchula,29.84707,80.51951,7331,Uttarakhand,Pithoragarh
Dharavi,19.05,72.86667,700000,Maharashtra,Mumbai
Dharapuram,10.73828,77.53223,72291,Tamil Nadu,Tiruppur
Dharangaon,21.01187,75.27407,35375,Maharashtra,Jalgaon
Dharampuri,22.14951,75.34439,16363,Madhya Pradesh,Dhar
Dharampur,20.53693,73.17368,24178,Gujarat,Valsad
Dhar,22.59373,75.29774,93917,Madhya Pradesh,Dhar
Dhanwar,24.41074,85.98183,8777,Jharkhand,Giridih
Dhanera,24.50967,72.02343,29578,Gujarat,Banas Kantha
Dhandhuka,22.38185,71.98664,32475,Gujarat,Ahmadabad
Dhanbad,23.79759,86.42992,1196214,Jharkhand,Dhanbad
Dhanaura,28.95912,78.25629,28285,Uttar Pradesh,Amroha
Dhanaula,30.28216,75.57341,19920,Punjab,Barnala
Dhana,23.74697,78.86234,10641,Madhya Pradesh,Sagar
Dhamtari,20.70718,81.54874,101677,Chhattisgarh,Dhamtari
Dhampur,29.30883,78.51083,49973,Uttar Pradesh,Bijnor
Dhamnod,22.20928,75.47057,32093,Madhya Pradesh,Dhar
Dhamda,21.45,81.31667,9961,Chhattisgarh,Durg
Dhali,10.51049,77.18806,6494,Tamil Nadu,Tiruppur
Dhakuakhana,27.20114,94.45712,13502,Assam,Lakhimpur
Dhaka,26.67479,85.16698,42063,Bihar,Purba Champaran
Dewas,22.96585,76.05526,289550,Madhya Pradesh,Dewas
Dewa,27.03621,81.16692,14375,Uttar Pradesh,Bara Banki
Devrukh,17.06715,73.61518,12689,Maharashtra,Ratnagiri
Deoli,25.75728,75.37991,22065,Rajasthan,Tonk
Devipattinam,9.47763,78.89558,11599,Tamil Nadu,Ramanathapuram
Devgarh,25.52533,73.90812,17604,Rajasthan,Rajsamand
Devgadh Bariya,22.70517,73.90882,21030,Gujarat,Dohad
Devarkonda,16.69186,78.92073,29731,Telangana,Nalgonda District
Devanahalli,13.24655,77.71183,28051,Karnataka,Bangalore Rural
Devakottai,9.94704,78.8233,51865,Tamil Nadu,Sivaganga
Devikapuram,12.49807,79.25308,9800,Tamil Nadu,Tiruvannamalai
Devadanapatti,10.14673,77.6439,19285,Tamil Nadu,Theni
Deulgaon Raja,20.01757,76.03755,30827,Maharashtra,Buldhana
Desur,12.43727,79.48145,5312,Tamil Nadu,Tiruvannamalai
Deshnoke,27.79836,73.34297,18470,Rajasthan,Bikaner District
Dergaon,26.7,93.96667,20059,Assam,Golaghat
Dera Mandi,28.43597,77.17601,16725,Delhi,South Delhi
Dera Nanak,32.03733,75.02787,7491,Punjab,Gurdaspur
Depalpur,22.85095,75.54224,17474,Madhya Pradesh,Indore
Deori Khas,23.39017,79.0163,25632,Madhya Pradesh,Sagar
Deoria,26.50167,83.77936,129570,Uttar Pradesh,Deoria
Deori,21.45,82.61667,12286,Chhattisgarh,Baloda Bazar
Deori,21.06765,80.36746,14579,Maharashtra,Gondiya
Deoranian,28.62989,79.47648,19788,Uttar Pradesh,Bareilly
Deoli,20.6492,78.48023,19288,Maharashtra,Wardha
Deolali,19.94404,73.83441,54027,Maharashtra,Nashik Division
Deolali,19.47393,74.62063,30997,Maharashtra,Ahmadnagar
Deokar,21.56667,81.31667,6358,Chhattisgarh,Bemetara
Deoghar,24.48983,86.69902,203123,Jharkhand,Deogarh
Deogarh,21.53827,84.73337,22390,Odisha,Debagarh
Deoband,29.69505,77.67964,88171,Uttar Pradesh,District Saharanpur
Denkanikota,12.5301,77.78887,24252,Tamil Nadu,Krishnagiri
Delvada,20.77544,71.04646,11912,Gujarat,Gir Somnath
Delhi Cantonment,28.6,77.13333,110351,Delhi,New Delhi
Delhi,28.65195,77.23149,11034555,Delhi,
Dekan,24.70638,75.1044,7951,Madhya Pradesh,Neemuch
Dehu,18.71851,73.76635,6133,Maharashtra,Pune Division
Dehradun,30.32443,78.03392,522081,Uttarakhand,Dehradun
Dahi,22.11217,74.5879,8509,Madhya Pradesh,Dhar
Dediapada,21.62769,73.59026,9026,Gujarat,Narmada
Debipur,24.25029,88.61824,9613,West Bengal,Murshidabad
Davrapada,18.7961,73.07783,5389,Maharashtra,Raigarh
Davorlim,15.27221,73.99242,15350,Goa,South Goa
Davangere,14.46693,75.92694,435128,Karnataka,Davanagere
Dausa,26.89,76.33584,85960,Rajasthan,Dausa
Daurala,29.11344,77.70467,10915,Uttar Pradesh,Meerut
Daund,18.46515,74.58375,49450,Maharashtra,Pune Division
Daulatpur,25.32605,88.32989,7620,West Bengal,Dakshin Dinajpur
Daulatabad,19.93611,75.22148,10000,Maharashtra,Aurangabad
Daudnagar,25.03473,84.40095,52364,Bihar,Aurangabad
Dattapur,20.78075,78.1407,21763,Maharashtra,Amravati Division
Datia,25.67312,78.45908,100284,Madhya Pradesh,Datia
Dataganj,28.0253,79.40819,24562,Uttar Pradesh,Budaun
Dasuya,31.81679,75.6531,25192,Punjab,Hoshiarpur
Daspalla,20.33962,84.84723,6906,Odisha,Nayagarh District
Dasna,28.67736,77.52252,27926,Uttar Pradesh,Ghaziabad
Daryapur,20.92489,77.32644,36463,Maharashtra,Amravati Division
Darwha,20.31017,77.77257,25791,Maharashtra,Yavatmal
Darsi,15.76978,79.67939,33418,Andhra Pradesh,Prakasam
Darjiling,27.03333,88.26667,123797,West Bengal,Darjeeling
Daringbarhi,19.90703,84.12408,6995,Odisha,Kandhamal
Dariawad,24.10119,74.44311,11368,Rajasthan,Pratapgarh
Darbhanga,26.15216,85.89707,296039,Bihar,Darbhanga
Dapoli,17.75927,73.18816,15713,Maharashtra,Ratnagiri
Dantewara,18.88881,81.35068,13633,Chhattisgarh,Dakshin Bastar Dantewada
Danta,27.29636,75.18665,15594,Rajasthan,Sikar District
Dankaur,28.35121,77.55508,13020,Uttar Pradesh,Gautam Buddha Nagar
Dandeli,15.26667,74.61667,52295,Karnataka,Uttar Kannada
Dinapore,25.63705,85.04794,152940,Bihar,Patna
Damoh,23.83312,79.4419,139561,Madhya Pradesh,Damoh
Damnagar,21.69232,71.51747,17766,Gujarat,Amreli
Daman,20.41431,72.83236,44282,Dadra and Nagar Haveli and Daman and Diu,Daman District
Medininagar,24.03971,84.0658,78396,Jharkhand,Palamu
Dalsingh Sarai,25.66795,85.83636,23862,Bihar,Samastipur
Dalmau,26.06477,81.0298,11432,Uttar Pradesh,District Raebareli
Dalkola,25.87577,87.84009,15285,West Bengal,Uttar Dinajpur
Dalhousie,32.55219,75.94663,7601,Himachal Pradesh,Chamba
Dakor,22.75268,73.14967,25658,Gujarat,Kheda
Dohad,22.83283,74.25986,118846,Gujarat,Dohad
Dahegam,23.16903,72.82161,42632,Gujarat,Gandhinagar
Dahanu,19.96778,72.71263,50287,Maharashtra,Palghar
Dadri,28.55257,77.55403,70609,Uttar Pradesh,Gautam Buddha Nagar
Dadra,20.32504,72.96618,13039,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli
Dabwali,29.94906,74.73832,62113,Haryana,Sirsa
Dabra,25.88572,78.33221,61277,Madhya Pradesh,Gwalior
Dabra,21.78036,83.08237,7854,Chhattisgarh,Sakti
Dabolim,15.39911,73.8559,6700,Goa,South Goa
Daboh,26.00239,78.87658,18298,Madhya Pradesh,Bhind
Dabhol,17.58971,73.18001,9142,Maharashtra,Ratnagiri
Dabhoi,22.18333,73.43333,56253,Gujarat,Vadodara
Dabhel,20.40953,72.88339,52578,Dadra and Nagar Haveli and Daman and Diu,Daman District
Cuttack,20.46497,85.87927,610189,Odisha,Cuttack
Curtorim,15.27563,74.02158,12886,Goa,South Goa
Curti,15.41667,74.01667,16385,Goa,North Goa
Curchorem,15.26349,74.10875,22730,Goa,South Goa
Cuncolim,15.1773,73.99392,16623,Goa,South Goa
Cumbum,15.58171,79.11059,22653,Andhra Pradesh,Prakasam
Kadapa,14.47995,78.82346,344893,Andhra Pradesh,YSR district
Cuddalore,11.75617,79.76693,173636,Tamil Nadu,Cuddalore
Covelong,12.78653,80.25065,8124,Tamil Nadu,Chengalpattu district
Cortalim,15.40247,73.90881,9080,Goa,South Goa
Coonoor,11.34979,76.79375,45494,Tamil Nadu,Nilgiris
Kundapura,13.63126,74.6902,30444,Karnataka,Udupi
Colva,15.27976,73.92285,12000,Goa,South Goa
Colovale,15.63522,73.82426,5723,Goa,North Goa
Colonelganj,27.13432,81.69868,25503,Uttar Pradesh,Gonda
Colgong,25.26328,87.23264,33700,Bihar,Bhagalpur
Calangute,15.5439,73.7553,17446,Goa,North Goa
Coimbatore,11.00555,76.96612,2136916,Tamil Nadu,Coimbatore
Kochi,9.93988,76.26022,633553,Kerala,Ernakulam
Clement Town,30.26361,78.00862,20806,Uttarakhand,Dehradun
Churu,28.30415,74.96718,120157,Rajasthan,Churu District
Churachandpur,24.33353,93.66999,47774,Manipur,Churachandpur
Chunar,25.12776,82.8821,36459,Uttar Pradesh,Mirzapur
Vikasnagar,30.46944,77.77275,13055,Uttarakhand,Dehradun
Chuganwan,31.70567,74.66335,5416,Punjab,Amritsar
Chotila,22.42347,71.19641,21364,Gujarat,Surendranagar
Chorwad,21.02947,70.23302,22720,Gujarat,Junagadh
Churhat,24.42743,81.66948,14962,Madhya Pradesh,Sidhi
Chopda,21.24578,75.29946,72783,Maharashtra,Jalgaon
Chopan,24.51954,83.02287,13585,Uttar Pradesh,Sonbhadra
Sholavandan,10.0216,77.96087,22578,Tamil Nadu,Madurai
Cholapuram,9.35193,77.56839,6557,Tamil Nadu,Tenkasi district
Chodavaram,17.82884,82.93526,29000,Andhra Pradesh,Anakapalli
Rampachodavaram,17.44088,81.77558,25074,Andhra Pradesh,Alluri Sitharama Raju
Chityal,17.2316,79.12814,13752,Telangana,Nalgonda District
Chittur,10.69967,76.7471,32298,Kerala,Palakkad district
Chittoor,13.21055,79.0956,160722,Andhra Pradesh,Chittoor
Chittorgarh,24.88963,74.62403,116406,Rajasthan,Chittaurgarh
Chittaranjan,23.85681,86.90324,45305,West Bengal,Paschim Bardhaman
Chittarkonda,18.12533,82.1089,7260,Odisha,Malkangiri
Chitradurga,14.22262,76.40038,145853,Karnataka,Chitradurga
Chitarpur,23.57283,85.65355,22837,Jharkhand,Ramgarh
Chitapur,17.12357,77.0824,31299,Karnataka,Gulbarga
Chitalwana,24.90887,71.66066,8141,Rajasthan,Jalore
Chirgaon,25.57198,78.81432,14147,Uttar Pradesh,Jhansi
Chidawa,28.23937,75.64035,43953,Rajasthan,Jhunjhunu District
Chirala,15.82385,80.35219,92942,Andhra Pradesh,Bapatla
Chipurupalle,18.31142,83.56846,25898,Andhra Pradesh,Vizianagaram District
Chiplun,17.53339,73.50935,55139,Maharashtra,Ratnagiri
Chintapalle,17.87117,82.35108,7888,Andhra Pradesh,Alluri Sitharama Raju
Chintamani,13.40051,78.05172,76068,Karnataka,Chikkaballapur
Chinnur,18.85779,79.7956,23579,Telangana,Mancherial
Chinna Salem,11.63422,78.87412,25106,Tamil Nadu,Kallakurichi district
Chinnamanur,9.83999,77.38109,42305,Tamil Nadu,Theni
Chincholi,17.46508,77.41874,20897,Karnataka,Gulbarga
Chinchinim,15.21447,73.97555,7355,Goa,South Goa
Chinchani,19.87458,72.6851,14357,Maharashtra,Palghar
Chiman,30.0936,75.6875,11615,Punjab,Sangrur
Chillupar,26.28221,83.5064,20518,Uttar Pradesh,Gorakhpur
Chilakalurupet,16.08987,80.16705,101398,Andhra Pradesh,Palnadu
Chikodi,16.42898,74.58591,38307,Karnataka,Belgaum
Chiknayakanhalli,13.41609,76.62063,24292,Karnataka,Tumkur
Chikmagalur,13.32231,75.774,121484,Karnataka,Chikmagalur
Chikjajur,14.1267,76.14081,6236,Karnataka,Chitradurga
Chikiti,19.20233,84.6145,11645,Odisha,Ganjam
Chikhli,20.75751,73.06268,7480,Gujarat,Navsari
Chikhli,20.35046,76.25774,57889,Maharashtra,Buldhana
Chik Banavar,13.08217,77.50191,14409,Karnataka,Bangalore Urban
Chik Ballapur,13.43512,77.72787,63652,Karnataka,Chikkaballapur
Chikhaldara,21.40038,77.31865,5158,Maharashtra,Amravati Division
Chika,30.04891,76.343,38952,Haryana,Kaithal
Chidambaram,11.39933,79.69144,62153,Tamil Nadu,Cuddalore
Chicholi,22.0123,77.671,9282,Madhya Pradesh,Betul
Chicholi,21.46926,79.70151,18864,Maharashtra,Bhandara
Chichli,22.83363,78.82611,10225,Madhya Pradesh,Narsimhapur
Chicalim,15.39835,73.84216,7787,Goa,South Goa
Chhura,20.81123,82.20905,6095,Chhattisgarh,Gariyaband
Chhuikhadan,21.52316,80.99788,7093,Chhattisgarh,Khairgarh Chhuikhadan Gandai
Chhoti Sadri,24.38145,74.7012,18360,Rajasthan,Pratapgarh
Chhota Udepur,22.30401,74.0158,25787,Gujarat,Chhotaudepur
Chhindwara,22.05697,78.93958,175052,Madhya Pradesh,Chhindwara
Chhibramau,27.14872,79.50078,57071,Uttar Pradesh,Kannauj
Chhatarpur,28.49849,77.18254,46776,Delhi,South Delhi
Chhatarpur,24.9177,79.58871,142128,Madhya Pradesh,Chhatarpur
Chhatapur,26.21965,87.00479,23425,Bihar,Supaul
Chhata,27.72374,77.5081,21260,Uttar Pradesh,Mathura
Chharra,27.9247,78.40102,24535,Uttar Pradesh,Aligarh
Chhaprauli,29.20989,77.17454,19224,Uttar Pradesh,Baghpat
Chapra,25.78031,84.74709,202352,Bihar,Saran
Chhapera,23.89484,76.45378,8501,Madhya Pradesh,Rajgarh
Chhapar,27.819,74.43936,19744,Rajasthan,Churu District
Chhanera,21.96097,76.69494,22052,Madhya Pradesh,Khandwa district
Chhala,23.30779,72.77404,17323,Gujarat,Gandhinagar
Chhachhrauli,30.24492,77.36027,10751,Haryana,Yamunanagar
Chhabra,24.66472,76.84379,32285,Rajasthan,Baran
Cheyyur,12.34948,80.00304,11060,Tamil Nadu,Chengalpattu district
Chettipalaiyam,10.91248,77.03699,24080,Tamil Nadu,Coimbatore
Chetput,12.46399,79.3484,19827,Tamil Nadu,Tiruvannamalai
Chetput,13.07,80.24083,18326,Tamil Nadu,Chennai
Cheruthuruthi,10.74571,76.27449,13828,Kerala,Thrissur District
Cherrapunjee,25.30089,91.69619,11722,Meghalaya,East Khasi Hills
Cheranmahadevi,8.67547,77.56957,18327,Tamil Nadu,Tirunelveli Kattabo
Chennimalai,11.16378,77.60388,16268,Tamil Nadu,Erode
Chengannur,9.31575,76.61513,25043,Kerala,Alappuzha
Chengam,12.30889,78.79137,26980,Tamil Nadu,Tiruvannamalai
Chengalpattu,12.69184,79.97661,65689,Tamil Nadu,Chengalpattu district
Chelur,13.70762,78.09921,5911,Karnataka,Chikkaballapur
Chelakara,10.69289,76.34387,8936,Kerala,Thrissur District
Chechat,24.76667,75.88333,11690,Rajasthan,Kota
Chavara,8.96727,76.54188,42655,Kerala,Kollam
Chetwayi,10.52885,76.04793,38011,Kerala,Thrissur District
Chaurai,22.05459,79.25195,12956,Madhya Pradesh,Chhindwara
Chauparan,24.38699,85.2532,5361,Jharkhand,Hazaribag
Chaumu,27.16955,75.72226,64417,Rajasthan,Jaipur
Nangal Chaudhri,27.89275,76.11207,8538,Haryana,Mahendragarh
Chaksu,26.6051,75.94814,33432,Rajasthan,Jaipur
Chhatrapur,19.35574,84.98359,22027,Odisha,Ganjam
Chatra,24.20645,84.87085,49985,Jharkhand,Chatra
Chas,23.63556,86.16712,141640,Jharkhand,Bokaro
Charthawal,29.54687,77.59438,19942,Uttar Pradesh,Muzaffarnagar
Charkhi Dadri,28.59166,76.27161,56337,Haryana,Charki Dadri
Charkhari,25.40304,79.74877,24881,Uttar Pradesh,Mahoba
Charama,20.49318,81.36747,9707,Chhattisgarh,Uttar Bastar Kanker
Chapar,26.27266,90.44556,20322,Assam,Dhubri
Chantongia,26.54588,94.6856,7532,Nagaland,Mokokchung
Channarayapatna,12.90642,76.38775,40417,Karnataka,Hassan
Channapatna,12.65143,77.20672,71942,Karnataka,Ramanagara
Channagiri,14.02399,75.92577,21313,Karnataka,Davanagere
Changsari,26.26433,91.6839,5354,Assam,Kamrup
Changanacheri,9.44203,76.53604,51430,Kerala,Kottayam
Chandwa,23.67558,84.74009,12046,Jharkhand,Latehar
Chandor,20.3306,74.24467,25341,Maharashtra,Nashik Division
Chandur Bazar,21.23853,77.74713,18780,Maharashtra,Amravati Division
Chandur,20.81408,77.98015,19776,Maharashtra,Amravati Division
Chandur,19.73444,79.17167,26755,Maharashtra,Chandrapur
Chanda,19.95076,79.29523,328351,Maharashtra,Chandrapur
Chandrakona,22.73333,87.51667,21855,West Bengal,Paschim Medinipur
Chandpur,29.13489,78.27187,73555,Uttar Pradesh,Bijnor
Chandpur,19.94307,85.40722,5565,Odisha,Nayagarh District
Chandla,25.07148,80.19294,12838,Madhya Pradesh,Chhatarpur
Chandigarh,30.73629,76.7884,970602,Chandigarh,Chandigarh
Chandia,23.65647,80.70911,15891,Madhya Pradesh,Umaria District
Chanderi,24.71312,78.13809,33081,Madhya Pradesh,Ashoknagar
Chandbali,20.77519,86.74139,9918,Odisha,Bhadrak
Chanduasi,28.45178,78.78277,112635,Uttar Pradesh,Sambhal
Chandauli,25.25803,83.26825,25035,Uttar Pradesh,Chandauli District
Chandarun,26.92696,74.33551,10655,Rajasthan,Nagaur District
Chandannagar,22.86225,88.36796,180623,West Bengal,Hugli
Chanasma,23.71472,72.11279,15932,Gujarat,Patan
Chanari,24.9156,83.79684,6569,Bihar,Rohtas
Chamrajnagar,11.92312,76.93949,69875,Karnataka,Chamrajnagar
Champua,22.06734,85.66463,10394,Odisha,Kendujhar
Champa,22.03532,82.64234,45256,Chhattisgarh,Janjgir-Champa
Chamkor,30.89748,76.41539,13920,Punjab,Rupnagar
Chamba,32.55531,76.12647,21502,Himachal Pradesh,Chamba
Challapalle,16.11756,80.93139,16841,Andhra Pradesh,Krishna
Challakere,14.318,76.65165,55194,Karnataka,Chitradurga
Chalisgaon,20.45781,75.01596,97551,Maharashtra,Jalgaon
Chalala,21.41073,71.16621,17081,Gujarat,Amreli
Chakulia,22.48301,86.71793,16306,Jharkhand,Purba Singhbhum
Chakradharpur,22.67611,85.62892,56531,Jharkhand,Pashchim Singhbhum
Chaklasi,22.6532,72.94497,39581,Gujarat,Kheda
Chakia,26.41598,85.04665,20686,Bihar,Purba Champaran
Chakia,25.04891,83.22155,14999,Uttar Pradesh,Chandauli District
Chakan,18.76059,73.86351,41113,Maharashtra,Pune Division
Chakai,24.5493,86.39777,11525,Bihar,Jamui
Chail,25.42654,81.63198,8407,Uttar Pradesh,Kaushambi District
Chaibasa,22.55038,85.80249,69565,Jharkhand,Pashchim Singhbhum
Chachaura,24.17583,76.99957,21860,Madhya Pradesh,Guna
Chabua,27.48253,95.17451,8966,Assam,Dibrugarh
Cavelossim,15.17255,73.94194,11983,Goa,South Goa
Carapur,15.56588,73.98713,5575,Goa,North Goa
Canning,22.31399,88.66508,42132,West Bengal,South 24 Parganas
Kannur,11.86752,75.35763,62836,Kerala,Kannur
Candolim,15.51807,73.76259,9197,Goa,North Goa
Kolkata,22.56263,88.36304,4631392,West Bengal,Kolkata
Byadgi,14.67325,75.4868,30014,Karnataka,Haveri
Buxar,25.57548,83.98043,102861,Bihar,Buxar
Burla,21.50976,83.87259,46698,Odisha,Sambalpur
Buriya,30.15911,77.35814,10903,Haryana,Yamunanagar
Burhar,23.21494,81.53204,19289,Madhya Pradesh,Shahdol
Burhanpur,21.30868,76.23026,210886,Madhya Pradesh,Burhanpur
Bungal,32.31388,75.74908,5257,Punjab,Pathankot
Bundu,23.16095,85.59007,21054,Jharkhand,Ranchi
Bundi,25.43855,75.63735,104919,Rajasthan,Bundi District
Buldana,20.52933,76.18457,67431,Maharashtra,Buldhana
Bulandshahr,28.40392,77.85773,198612,Uttar Pradesh,Bulandshahr
Buguda,19.80806,84.79084,15176,Odisha,Ganjam
Budhlada,29.92799,75.56205,26172,Punjab,Mansa
Budhana,29.28805,77.47534,35442,Uttar Pradesh,Muzaffarnagar
Budaun,28.03811,79.12668,161555,Uttar Pradesh,Budaun
Bramhapuri,20.61107,79.86103,36025,Maharashtra,Chandrapur
Bramhabarada,20.7426,86.24454,10721,Odisha,Jajpur
Brajarajnagar,21.81667,83.91667,80403,Odisha,Jharsuguda District
Brahmapur,19.31151,84.7929,356598,Odisha,Ganjam
Barmhan Kalan,23.0346,79.02092,8143,Madhya Pradesh,Narsimhapur
Botad,22.16917,71.66671,130327,Gujarat,Botad
Borsad,22.40788,72.89817,63377,Gujarat,Anand
Borlai Panchaitan,18.17005,73.00439,6952,Maharashtra,Raigarh
Borla,22.16399,81.21855,5689,Chhattisgarh,Kabeerdham
Borivli,19.23496,72.85976,609617,Maharashtra,Mumbai Suburban
Borio,25.03443,87.59252,6964,Jharkhand,Sahibganj
Borim,15.36667,74.0,8257,Goa,North Goa
Borigumma,19.04681,82.55318,9785,Chhattisgarh,
Bori,20.91208,79.0045,12072,Maharashtra,Nagpur Division
Borawar,27.02366,74.67579,24975,Rajasthan,Nagaur District
Bora,23.65851,76.81116,9886,Madhya Pradesh,Rajgarh
Bongaigaon,26.47703,90.55815,67322,Assam,Bongaigaon
Bomdila,27.26475,92.42472,8370,Arunachal Pradesh,West Kameng
Mumbai,19.07283,72.88261,12691836,Maharashtra,
Bolpur,23.66278,87.69695,70998,West Bengal,Birbhum
Bolanikhodan,22.11312,85.33645,11942,Odisha,Kendujhar
Bokaro,23.66934,86.15161,564319,Jharkhand,Bokaro
Bokakhat,26.64018,93.60052,10143,Assam,Golaghat
Bokajan,26.02131,93.77945,19877,Assam,Karbi Anglong
Boisar,19.80362,72.75598,36151,Maharashtra,Palghar
Bodri,23.16524,81.43262,14491,Madhya Pradesh,Shahdol
Bodinayakkanur,10.01171,77.34976,75680,Tamil Nadu,Theni
Bodh Gaya,24.69808,84.9869,38439,Bihar,Gaya
Bodhan,18.66208,77.88581,77573,Telangana,Nizamabad
Bobbili,18.57366,83.35925,56819,Andhra Pradesh,Vizianagaram District
Bithur,26.60664,80.27098,10602,Uttar Pradesh,Kanpur
Biswan,27.49581,80.99618,52516,Uttar Pradesh,Sitapur
Bissau,28.24737,75.07666,23227,Rajasthan,Jhunjhunu District
Bissamcuttack,19.51168,83.50596,8399,Odisha,Rayagada
Bishrampur,24.25299,83.92502,42925,Jharkhand,Palamu
Bishnupur,23.0738,87.31991,64041,West Bengal,Bankura
Bishnah,32.6106,74.85557,11645,Jammu and Kashmir,Jammu
Bisenda Buzurg,25.4035,80.61889,11100,Uttar Pradesh,District Banda
Bisauli,28.30772,78.93678,32154,Uttar Pradesh,Budaun
Bisalpur,28.29253,79.80472,68355,Uttar Pradesh,District Pilibhit
Bisalgarh,23.67595,91.28325,21085,Tripura,Sepahijala
Birvadi,18.1019,73.50803,8829,Maharashtra,Raigarh
Birur,13.59723,75.97167,23493,Karnataka,Chikmagalur
Birpur,26.50823,87.01194,19932,Bihar,Supaul
Birmitrapur,22.4,84.76667,33442,Odisha,Sundargarh
Birbhaddar,30.0712,78.28189,13058,Uttarakhand,Dehradun
Beed,18.98921,75.75634,146709,Maharashtra,Bid
Binika,21.02626,83.81197,15765,Odisha,Subarnapur
Bindki,26.03613,80.57617,36058,Uttar Pradesh,Fatehpur
Etawa,24.18351,78.20289,55185,Madhya Pradesh,Sagar
Bilthra,26.12705,83.89148,17228,Uttar Pradesh,Ballia
Bilsi,28.12941,78.9109,26320,Uttar Pradesh,Budaun
Bilsanda,28.24341,79.95135,15538,Uttar Pradesh,District Pilibhit
Biloli,18.77385,77.72463,14923,Maharashtra,Nanded
Bilkha,21.4415,70.60063,14421,Gujarat,Junagadh
Bilimora,20.76957,72.96134,510879,Gujarat,Navsari
Bilhaur,26.84345,80.06388,19333,Uttar Pradesh,Kanpur
Bilgram,27.17509,80.03201,27173,Uttar Pradesh,Hardoi
Bilgi,16.34714,75.61804,17792,Karnataka,Bagalkot
Bilaua,26.05008,78.27522,12893,Madhya Pradesh,Gwalior
Bilaspur,31.33027,76.75663,14037,Himachal Pradesh,Bilaspur
Bilaspur,30.3045,77.30424,11733,Haryana,Yamunanagar
Bilaspur,28.88655,79.2703,39873,Uttar Pradesh,District Rampur
Bilaspur,28.39128,77.62421,8036,Uttar Pradesh,Gautam Buddha Nagar
Bilaspur,22.08005,82.15543,365579,Chhattisgarh,Bilaspur
Bilasipara,26.23285,90.2341,37739,Assam,Dhubri
Bilariaganj,26.19593,83.2269,13244,Uttar Pradesh,Azamgarh
Bilari,28.62146,78.80361,29666,Uttar Pradesh,Moradabad
Bilara,26.18067,73.7055,41710,Rajasthan,Jodhpur
Bilaigarh,21.63809,82.72354,5544,Chhattisgarh,Sarangarh Bilaigarh
Bikramganj,25.21073,84.25508,48465,Bihar,Rohtas
Bikram,25.44708,84.86261,22486,Bihar,Patna
Bikkatti,11.27721,76.62568,5864,Tamil Nadu,Nilgiris
Bikapur,26.59534,82.13272,13177,Uttar Pradesh,Ayodhya
Bikaner,28.01762,73.31495,644406,Rajasthan,Bikaner District
Bijrauni,24.93296,77.64352,5743,Madhya Pradesh,Shivpuri
Bijolia,25.16095,75.32328,14140,Rajasthan,Bhilwara District
Bijnor,29.373,78.13636,84593,Uttar Pradesh,Bijnor
Bijni,26.49588,90.70298,13257,Assam,Chirang
Bijeraghogarh,23.99554,80.60657,8371,Madhya Pradesh,Katni
Bijepur,21.18926,83.46061,6922,Odisha,Baragarh
Bijbehara,33.79378,75.107,24590,Jammu and Kashmir,Anantnag
Bijawar,24.62351,79.48994,20513,Madhya Pradesh,Chhatarpur
Bijapur,18.79387,80.81599,16129,Chhattisgarh,Bijapur
Vijayapura,16.82442,75.71537,327427,Karnataka,Bijapur
Bijaipur,26.05052,77.37138,16964,Madhya Pradesh,Sheopur
Bijaynagar,25.92976,74.64916,32124,Rajasthan,Ajmer
Bihta,25.55885,84.87141,47549,Bihar,Patna
Bihpuriagaon,27.01718,93.91673,11780,Assam,Lakhimpur
Bihar Sharif,25.20084,85.52389,297268,Bihar,Nalanda
Bihariganj,25.73415,86.98837,32805,Bihar,Madhepura
Bighapur Khurd,26.34734,80.65698,6409,Uttar Pradesh,District Unnao
Bidhuna,26.80172,79.50829,27158,Uttar Pradesh,Auraiya
Bidasar,27.83598,74.31776,35683,Rajasthan,Churu District
Bidar,17.90802,77.51524,216020,Karnataka,Bidar
Bidadi,12.7993,77.38655,9917,Karnataka,Ramanagara
Bichhia,22.45047,80.70236,10427,Madhya Pradesh,Mandla
Bibinagar,17.47277,78.79596,8320,Telangana,Yadadri Bhuvanagiri
Biaora,23.9205,76.91074,49093,Madhya Pradesh,Rajgarh
Kil Bhuvanagiri,11.44216,79.64763,21956,Tamil Nadu,Cuddalore
Boothapandi,8.26586,77.44606,15931,Tamil Nadu,Kanniyakumari
Bhusawal,21.04365,75.78506,187421,Maharashtra,Jalgaon
Bhundsi,28.35051,77.06144,17410,Haryana,Gurugram district
Bhuma,27.78333,74.93333,5743,Rajasthan,Sikar District
Bhoom,18.45908,75.65877,18561,Maharashtra,Osmanabad
Bhuj,23.25397,69.66928,148834,Gujarat,Kutch
Bhudgaon,16.90742,74.59954,15738,Maharashtra,Sangli
Bhubaneswar,20.27241,85.83385,885363,Odisha,Khordha
Bhuban,20.88197,85.83334,22200,Odisha,Dhenkanal
Bhowali,29.38985,79.50481,5685,Uttarakhand,Nainital
Bhor,18.14861,73.84336,18982,Maharashtra,Pune Division
Bhopal,23.25469,77.40289,1798218,Madhya Pradesh,Bhopal
Bhonrasa,22.99303,76.2098,12166,Madhya Pradesh,Dewas
Bhongir,17.51544,78.88563,53339,Telangana,Yadadri Bhuvanagiri
Bhongaon,27.25515,79.18118,29911,Uttar Pradesh,Mainpuri
